sap;descricao;unidade;preco_unitario
210013;CHAVE TESTE WHSE.FT-1 P/POTENC;UN;0.0
210014;CHAVE SOLENOID B21-AA7776 KD1;UN;0.0
210015;CARTA GRAF PAP ROLO 9/2(LARG);UN;0.0
210016;GAXETA P/CHAVE ATERRAMENTO SF6;UN;0.0
210017;RESISTOR/SINALE,BLIN.BB 2.9K25;UN;0.0
210018;PAINEL DE ARDOSIA SEM FURACAO;UN;0.0
210019;LENTE PLAST BR/SINAL 52/125.24;UN;0.0
210020;BOTAO DE COMANDO SBW/1ACE;UN;0.0
210021;CHAVE DE ONDA P/RETIFICADOR;UN;0.0
210022;CHAVE CONTROLE SB-1, 4 CAMARAS;UN;0.0
210023;CHAVE REVERSAO WHSE W, 519110D;UN;0.0
210024;CHAVE CONT MANTIDO WHSE W-2;UN;0.0
210025;CHAVE CONTR WHSE W, NO.1649142;UN;0.0
210026;CHAVE SOLENOID C12,AD7.115/KD1;UN;0.0
210027;CHAVE WHSE TIPO W, NO.1616151;UN;0.0
210028;CHAVE DE REVERSAO AMPERIMETRO;UN;0.0
210029;CHAVE WHSE TIPO W N. 1151877-D;UN;0.0
210030;CHAVE SOLENOID B21-AD7.113-KD;UN;0.0
210031;CHAVE WHSE TIPO W, S505A747GO1;UN;0.0
210032;CHAVE CAME P/RELE RELIGADOR;UN;0.0
210033;CHAVE SOLENOID C18-AB7-697-E;UN;0.0
210034;CORDOALHA P/CONTAT AUX CH COMU;UN;0.0
210035;INTERRUPTOR PAINEL 2NA+2NF ACE;UN;0.0
210036;CHAVE B12,B13,B14,M.REINHAUSEN;UN;0.0
210037;CHAVE SEMITRANS 6-4A093/20E;UN;0.0
210038;CHAVE P/ESTACAO BLINDADA;UN;0.0
210039;"SINALEIRO;BA9S;C/RESIST E LAMP";UN;0.0
210040;SINALEIRO SERIE 200R TP 58/21R;UN;0.0
210041;CHAVE SELETORA WESTON T316EU1;UN;0.0
210042;CONVERSOR CC/CC NIFE R1125VB35;UN;0.0
210043;CHAVE SEMITRANS 4-4A022/16E;UN;0.0
210044;FUSIVEL CARTUCHO 63A 15-17,5KV;UN;0.0
210045;BOB.PRINC GE ESPEC 3192878;UN;0.0
210046;FUSIVEL LIMIT CORR 16A 15/17,5;UN;0.0
210047;FUSIVEL CARTUCHO 15/17,5KV 6A;UN;0.0
210048;FUSIV CARTUCH GARDY 17,5KV-15A;UN;0.0
210049;FUSIVEL 0,5E A, 23KV P/TRAFO;UN;0.0
210050;"TRANSFORMADOR CORRENTE; 15 KV; 15X30-5";UN;0.0
210051;"TRANSFORMADOR CORRENTE;15 KV;300-5 A";UN;0.0
210052;"TRANSFORMADOR CORRENTE;15 KV;600-5 A";UN;0.0
210053;TC 15KV 2000/1200/5A WHSE/RCT;UN;0.0
210054;CHAVE ROTATIVA P/TRAFO FORCA;UN;0.0
210055;CONTATOR MAGNET AUX,CA2-DN131;UN;0.0
210056;CHAVE TELUX TIPO T-310;UN;0.0
210057;CONTATOR MAGN,B/B SLA7II-B132;UN;0.0
210058;CONT.FIXO TUSA 37712498 P/CACC;UN;0.0
210059;CONT MOVEL PRINC.TUSA 37712498;UN;0.0
210060;CONT.FIXO PRINC.TUSA 37712498;UN;0.0
210061;CONTATO MOVEL TUSA 37712498;UN;0.0
210062;RELE P/TRAFO 15/20MVA B BOVERI;UN;0.0
210063;RESISTO 6300 OHMS ASEA MRA-100;UN;0.0
210064;CONTATOR CA B.TENSAO ASEA EG20;UN;0.0
210065;CONTATOR AUX P/TRAFO POTENCIA;UN;0.0
210066;INDICADOR NIVEL OLEO 8333KVA;UN;0.0
210067;INDICADOR MAGNET TRIF 30/40MVA;UN;0.0
210068;NIVEL MAGNE OLEO TRAFO 3000KVA;UN;0.0
210069;INDIC COMUT DERIV P/TRAFO ASEA;UN;0.0
210070;VENTILAD TRAFO 20MVA B BOVERI;UN;0.0
210071;RELE TEMPORIZADO ASEA TIPO RKP;UN;0.0
210072;INDIC FLUXO OLEO P/TRAFO 40MVA;UN;0.0
210073;INDIC MAGNET OLEO TRAFO FORCA;UN;0.0
210074;RESISTOR ATERR P/TRAFO 20 MVA;UN;0.0
210075;CONTROLE VENTIL TRAFO 30/40MVA;UN;0.0
210076;COMUTADOR COMAN.AUT.VENTILADOR;UN;0.0
210077;PROTECAO P/MOTOR(MSS),B.BOVERI;UN;0.0
210078;RELE BUCHHOLZ P/TRAFO;UN;0.0
210079;RELE BUCHHOLZ P/TRAFO 30/40MVA;UN;0.0
210080;CONTATOR MAGN,B.B SLA12IIB152;UN;0.0
210081;RELE BUCHHOLZ;UN;0.0
210082;CONTATOR TELEMECANIQ. CA2-AS22;UN;0.0
210083;RELE TERMICO ELETROMAR RT-1100;UN;0.0
210084;CHAVE PROT BBC581214 COMUT MR;UN;0.0
210085;RELE BUCHHOLZ TRAFO 15/20 MVA;UN;0.0
210086;MOTOR BBC COMUT MA-4;UN;0.0
210087;CONTATOR BBC TP SLA-12-11-B152;UN;0.0
210088;INDIC TEMPER OLEO/TRAFO,AKW 35;UN;0.0
210089;INDIC TEMPER ENR./TRAFO,AKM 35;UN;0.0
210090;CONTATO COMUT, MR IA38/74E;UN;0.0
210091;CONTATO ELETRICO TIPO LA1-D11;UN;0.0
210092;ELEMENTO P/CIRC VENTILADORES;UN;0.0
210093;SUPORTE RELE TERMICO LA7-D0954;UN;0.0
210094;CHAVE P/QUADRO SINOPTICO;UN;0.0
210095;BLINDAGEM P/CONJ BLIND 138KV;UN;0.0
210096;SUPORTE P/CONJUNTO BLIND SF6;UN;0.0
210097;VALVULA ENCHIMENTO SF6 138KV;UN;0.0
210098;ARRUELA P/BUJAO ESTANQUEIDADE;UN;0.0
210099;INVOLUCRO 440MM X 366MM P/CONJ;UN;0.0
210100;CHAVE PROTECAO MOTOR TIPO M611;UN;0.0
210101;MOTOR P/COMUTADOR MA-7;UN;0.0
210102;INVOLUCRO T DELLE 918532-001;UN;0.0
210103;INVOLUCRO T DELLE 918394-001;UN;0.0
210104;CONTATO MOV PRINC DISJ GE 15KV;UN;0.0
210105;INVOLUCRO T DELLE 918393-001;UN;0.0
210106;BARREIRA CONT.EST,GE195A7388G2;UN;0.0
210107;ADAPTADOR DISJ IGE FKA34515002;UN;0.0
210108;CHAVE INTERTRAV P/DISJ AR 13KV;UN;0.0
210109;CIL. PRESSAO GE 0263B0292P002;UN;0.0
210110;ANEL CONTATO DISJ WHSE 34500V;UN;0.0
210111;CONTATO MOVEL P/DISJ.GE AM 7H;UN;0.0
210112;CONTATO MOVEL ARCO P/DISJ.CGE;UN;0.0
210113;CONTATOR MAGNETICO P/DISJ. SF6;UN;0.0
210114;CHAVE BLOQUEIO DSJ AR MITSUB;UN;0.0
210115;CONT DEDO DSJ MITSU 10-DHE-50M;UN;0.0
210116;MOTOR 1POLO/DSJ,E.DRILL SD-20A;UN;0.0
210117;PLACA DELLE 833893/002 P/RELE;UN;0.0
210118;PLACA DELLE 833893/601 P/RELE;UN;0.0
210119;PLACA DE DIODO REF DELLE MX;UN;0.0
210120;CONTATO MOVEL PRINC.DISJ.MARIN;UN;0.0
210121;PROTETOR ARCO P/DSJ M/D 13,8KV;UN;0.0
210122;COMUT.TETRAPOLAR 2CONT.NA, 2NF;UN;0.0
210123;ENGREN CARREG MOLA P/150DHP500;UN;0.0
210124;RELE Y SCHRACK RL300110;UN;0.0
210125;BUCHA PORC 2KA 13.8KV GE;UN;0.0
210126;CONTATO MOVEL PRINC.P/DISJ.SF6;UN;0.0
210127;CONTAC EST ARCO,CGE 123A8559G1;UN;0.0
210128;CONTATO MOVEL ARCO P/DISJ.IGE;UN;0.0
210129;CONTATO FIXO PRINC.P/DISJ.SF6;UN;0.0
210130;MOLA REST.SUP DSJ,GE 0137A9252;UN;0.0
210131;MOLA LINGUETA GE EST BL 13,8KV;UN;0.0
210132;MOLA P/DISJ A AR 1200A, 13KV;UN;0.0
210133;GAXETA P/CONJ BLINDADA 138KV;UN;0.0
210134;CONTATO MOVEL PRINCIPAL P/DISJ;UN;0.0
210135;BOB FECH OU ABERT WHSE 1491991;UN;0.0
210136;CHAVE AUX.ITE BOL.RP-8.2.8-9/3;UN;0.0
210137;CONTAT MOVEL PISTAO P/DISJ GVO;UN;0.0
210138;CONTATO LAMINA DELLE292705-01;UN;0.0
210139;CONTATO MOVEL ARCO P/DISJ SF6;UN;0.0
210140;CONTATO ESTAC.ARCO, DISJ. SF6;UN;0.0
210141;MOLA BOB REARMAMENTO N.25782-4;UN;0.0
210142;MOLA CONT DEDO GE 06509787P1;UN;0.0
210143;MOLA ABERT CGE 0191A7365P001;UN;0.0
210144;MOLA ENGATE CGE 0197A1131P001;UN;0.0
210145;MOLA FECHAM CGE 0473L0113G003;UN;0.0
210146;MOLA TRAVAM CGE 0197A1130P001;UN;0.0
210147;BLINDAGEM P/EST BLIND 138KV;UN;0.0
210148;BLINDAGEM DELLE DES 917821-001;UN;0.0
210149;RODA CATRACA P/DISJ.GE E CGE;UN;0.0
210150;BUCHA CONDENSIVA P/DISJ OLEO;UN;0.0
210151;CONTATO ESTAC.GE 0103A6953G701;UN;0.0
210152;CONTATO MOVEL PRINC.DISJ.WHSE.;UN;0.0
210153;ENGATE FECHAM WHSE 663A66H01;UN;0.0
210154;PORCA P/CHAVE ESTACAO BLINDADA;UN;0.0
210155;ARRUELA ISOLANTE P/SUBEST BLIN;UN;0.0
210156;CONTATO ROTULA P/ESTACAO A SF6;UN;0.0
210157;ANEL P/CHAVE ATERRAMENTO;UN;0.0
210158;CONTATO SUPORTE P/ESTACAO SF6;UN;0.0
210159;DEDO CONTATO DELLE 155548;UN;0.0
210160;MOLA CONT DEDO HBN-22668-357;UN;0.0
210161;MOLA CONT DEDE HBS-22668-358;UN;0.0
210162;"CONTATO ELE;MOVEL PRINCIPAL";UN;0.0
210163;RESISTOR DISJ GE 0195X0580G-3;UN;0.0
210164;BOBINA PRINC. GE WSF612877452;UN;0.0
210165;BOBINA ABERT CGE 25895G P/CIRC;UN;0.0
210166;BOBINA VALV DISJ CGE 25781GR2;UN;0.0
210167;HASTE LEVANT WHSE DES 551C-448;UN;0.0
210168;VALVULA C WHSE 3AH15-646;UN;0.0
210169;CONTATO MOVEL CGE P-4463360GR2;UN;0.0
210170;CHAVE LIMITADORA CIRC ABERT GE;UN;0.0
210171;ACOPLAMENTO M-EDISON EZ0021717;UN;0.0
210172;CHAVE AUX DISJ FC-864890AJ;UN;0.0
210173;VALVULA DESCAR MCGRAW FB-8059;UN;0.0
210174;VALVULA RELE MCGRAW FB-10476;UN;0.0
210175;MOLA CONT PRIM GE 121A5964P1;UN;0.0
210176;BOMBA ELET CAT M-2656 P/DISJ;UN;0.0
210177;CHAVE AUX DISJ FC001091900C;UN;0.0
210178;CHAVE AUX DISJ FC001091900D;UN;0.0
210179;LING ABERT CONJ DSJ FD005035;UN;0.0
210180;MOLA ABERTURA DSJ SCA00055A001;UN;0.0
210181;MOLA ARRANCO M-EDISON FA-14678;UN;0.0
210182;PISTAO RELE MCGRAW FB-10475;UN;0.0
210183;RESISTOR MCGRAW EDISON E-30332;UN;0.0
210184;VALVULA MCGRAW FC000193000A;UN;0.0
210185;VALVULA ISOL MCGRAW FB0001677;UN;0.0
210186;VALVULA LIMIT MCGRAW FB0001645;UN;0.0
210187;VALVULA PILOT,MCGRAW NZ0001709;UN;0.0
210188;VALVULA POSIC MCGRAW FB-1692;UN;0.0
210189;INDIC NIVEL OLEO DISJ GE BKSO;UN;0.0
210190;BOBINA DISJ OLEO CGE 25929GR2;UN;0.0
210191;ANEL PISTAO P/DISJ.A OLEO 1200;UN;0.0
210192;CONTATO FIX BUCHA MITSUBIS 201;UN;0.0
210193;CHAVE PRESSAO MITSUBISHI 841;UN;0.0
210194;CHAVE PRESSAO GE CAT 6477807P4;UN;0.0
210195;"CONTATO ELETRICO;MOVEL;34,5KV";UN;0.0
210196;MOLA P/RELE 2412506;UN;0.0
210197;CONTATO DEDO CGE 188A9140PT1;UN;0.0
210198;RELE PRESSAO GE 6477807P4;UN;0.0
210199;VALVULA CONTROLE GE 178L0119G5;UN;0.0
210200;CONTATO PONTA DSJ GE 6440364P1;UN;0.0
210201;TERMINAL GE 6509102G11 P/DISJ;UN;0.0
210202;HASTE CENTRAL DSJ GE 428A460G1;UN;0.0
210203;GAXETA TAMPA FRONTAL DISJUNTOR;UN;0.0
210204;"JUNTA;TAMPA CHAVETA GE";UN;0.0
210205;HASTE ISOL CONT GE 197A1399G1;UN;0.0
210206;CONTATO ESTAC ARCO DES C-0105;UN;0.0
210207;CONTATO ESTAC.PRINC.P/DISJ.CGE;UN;0.0
210208;CONTATO DEDO CGE 527A870GR1;UN;0.0
210209;CHAVE ROTATIVA DISJ MITSUB 614;UN;0.0
210210;LAMINA CONT DSJ CGE 597B436PT1;UN;0.0
210211;LAMINA CONT DSJ CGE 597B436PT2;UN;0.0
210212;GUIA DE HASTE ESQ DSJ FC-8580;UN;0.0
210213;GUIA DE HASTE ESQ DSJ FA13297B;UN;0.0
210214;CONTATO ESTAC ARCO DES C-0106;UN;0.0
210215;MOLA CONT M-EDISON FA-9650-A;UN;0.0
210216;CHAVE PRESSAO DISJ FC-10298-A;UN;0.0
210217;RESISTOR CONJ REF 200 P/DISJ;UN;0.0
210218;RESISTOR 500 OHMS 95W, P/DISJ;UN;0.0
210219;VALVULA SEGUR CGE 188A9281PT3;UN;0.0
210220;CARCACA DESCARREGADOR CONJUNTO;UN;0.0
210221;VALV GLOBO 1/4 MACHO P/DSJ;UN;0.0
210222;MOLA CONT INTERM WHSE 1576714;UN;0.0
210223;PARAF CONTAT INTERM,DISJ.1200A;UN;0.0
210224;BOB OPERACAO WHSE 503C428G02;UN;0.0
210225;VALVULA MAGNET WHSE 1615520;UN;0.0
210226;VALVULA DESC CONT WHSE 1647846;UN;0.0
210227;BOB OPERACAO WHSE 503C428G04;UN;0.0
210228;MANCAL DE LUVA WHSE 164A359H01;UN;0.0
210229;TC BUCHA WHSE 382D742G06 DISJ;UN;0.0
210230;CAPACITOR AUX 505D525G06 DISJ;UN;0.0
210231;CAPACITOR CORRECAO 366C485G01;UN;0.0
210232;CAPACITOR WHSE GM-5C, 1576448;UN;0.0
210233;CONTATO PRINC MOVEL DES C-0108;UN;0.0
210234;ANEL COMPRES P/COMPRESSOR A AR;UN;0.0
210235;ANEL LUBRIFICADOR P/COMPRES AR;UN;0.0
210236;ANEL RETENTOR P/COMPRESSOR AR;UN;0.0
210237;CONTATO MOVEL WHSE DES 301C131;UN;0.0
210238;CONTATO ESTAC, DISJ.GVO 2000A;UN;0.0
210239;TAMPA TERMINAL P/COMPRESSOR AR;UN;0.0
210240;GAXETA CABECA CIL P/COMPRES AR;UN;0.0
210241;LIGADOR FLEX WHSE DES-L 69831;UN;0.0
210242;GAXETA P/A TAMPA LATERAL WHSE;UN;0.0
210243;VALV CONTROLE WHSE EST 1647849;UN;0.0
210244;CONTATO MOVEL ARCO 18C9843G04;UN;0.0
210245;CONTATO MOVEL WHSE 22B1645H03;UN;0.0
210246;SUPORTE P/DISJUNTOR AR 13,8KV;UN;0.0
210247;CONTATO ESTACION P/DISJ 34500V;UN;0.0
210248;CONTATO ESTACION P/DISJ 34500V;UN;0.0
210249;CONTATO ESTAC.P/DISJ.GVO WHSE.;UN;0.0
210250;CONTATO MOVEL P/DISJ WHSE 63KA;UN;0.0
210251;BOBINA DE ABERTURA H-46122;UN;0.0
210252;BOBINA CHAVE LIMITE H-51749;UN;0.0
210253;BOBINA EMBREAGEM H-49784;UN;0.0
210254;BOBINA RELE S-7, H-49184;UN;0.0
210256;CONTATO MOVEL P/DISJ.GE AM-13;UN;0.0
210257;"CONTATO ELETR.;ESTACIONÁRIO ARCO;34,5KV";UN;0.0
210258;CONTATO MOVEL P/DSJ WHSE 0-221;UN;0.0
210259;CHAVE AUX DISJ WHSE N.1491101;UN;0.0
210260;VALV DESCARGA P/COMPRESSOR AR;UN;0.0
210261;VALV SUCCAO P/COMPRESSOR DE AR;UN;0.0
210262;CHAVE PRESSAO DSJ WHSE55019-80;UN;0.0
210263;CHAVE AUX P/DISJ WHSE H-68637;UN;0.0
210264;TERMINAL CHAVE BURNDY NA-174-W;UN;0.0
210265;TERM CHAVE FACA BURNDY NA154N;UN;0.0
210266;MOTOR CHAVE EASTERN MO 70442;UN;0.0
210267;DISP POTENCIAL SC 81364-G-S145;UN;0.0
210268;CONTATO FIXO DEDO P/SECCION SF6;UN;0.0
210269;CHAVE FIM CURSO WELL BZ-2RW822;UN;0.0
210270;ACIONAMENTO MOTOR.P/TRAFO, MAE;UN;0.0
210271;BUCHA PORCELANA H-55463;UN;0.0
210272;BUCHA MITSUB DTS DES HE-78476;UN;0.0
210273;BUCHA CGE 1351-1 TIP.LC TRAFO;UN;0.0
210274;BUCHA ASEA DES.BR27611104;UN;0.0
210275;BUCHA TERMI.P/TRAFO 15MVA;UN;0.0
210276;BUCHA PORC.CGE TIPO L 1305-1;UN;0.0
210277;BUCHA B-BOVERI TIPO 15/2000;UN;0.0
210278;BUCHA P/NEUTRO B-BOVERI TRAFO;UN;0.0
210279;BUCHA PORC.RESILAN RTF 400A;UN;0.0
210280;BUCHA RESILAN DES BIRB-490001;UN;0.0
210281;BUCHA TERMI COEMSA DES 3TO0109;UN;0.0
210282;BUCHA TERMI COEMSA 15-110-1250;UN;0.0
210283;BUCHA TERMI COEMSA 15-110-2250;UN;0.0
210284;SUPORTE COLUNA ISOLADOR 138KV;UN;0.0
210285;FUSIVEL ROLHA, 25A, 125V;UN;0.0
210286;CONECTOR SUP APOIO 1.1/2IPSX5BC;UN;0.0
210287;CONECTOR TE TUBO CU 1.1/2 IPS;UN;0.0
210288;CONECTOR TE TUBO 1IPSX250 KCM;UN;0.0
210289;CONECTOR DERIVACAO 500X500KCM;UN;0.0
210290;CONECTOR TE CU 1.1/2IPSX250KCM;UN;0.0
210291;CONECTOR DERIV. LIGA DE COBRE;UN;0.0
210292;CONECTOR DERIV. LIGA DE COBRE;UN;0.0
210293;CONECTOR TE CABO CU 500X250 KCM;UN;0.0
210294;CONECTOR TE BZ 1250KCMX1.1/2IPS;UN;0.0
210295;CONECTOR BZ 3X1/4POLXTUBO 1.1/2;UN;0.0
210296;CONECTOR TE BZ CABO 500X1250KCM;UN;0.0
210297;CONECTOR TE CU 1000KCMX500KCM;UN;0.0
210298;CONECTOR TE CU 1.1/2IPSX500KCM;UN;0.0
210299;CONECTOR RETO 1.1/2 IPSX1250KCM;UN;0.0
210300;CONECTOR TE BZ FIO 410X3/4DIA;UN;0.0
210301;CONECTOR RETO 2.1/2IPSX1000 MCM;UN;0.0
210302;TERM RETO,BURNDY TIP.ND6617TMO;UN;0.0
210303;TERM RETO BURNDY TP.NDR6648TMO;UN;0.0
210304;CONECT.PARAL. LIGA DE COBRE;UN;0.0
210305;TERM CHAV-FACA, BURNDY TIPO NA;UN;0.0
210306;CONECT BURNDY UH,D. PCMP0027/3;UN;0.0
210307;CONECT BURNDY UH D.PCMP-0027/5;UN;0.0
210308;CONECTOR DERIV T TUBO 1 POL;UN;0.0
210309;"TERMINAL CHAVE FACA;CV;4/0 AWG";UN;0.0
210310;BOTAO COMANDO BLINDEX 2B720.11;UN;0.0
210311;BOT COMAND 200/01-11-NA-VM B4;UN;0.0
210312;LAMP.INCAND.13V 5W BAIONETA;UN;0.0
210313;LAMPADA INCANDESCENTE 48V 20MA;UN;0.0
210314;LAMPADA P/CAIXA CONTROLE DISJ;UN;0.0
210315;RELE FECHAMENTO GE 6178848G3;UN;0.0
210316;CHAVE SOLENOID B21-AE7.278-KD1;UN;0.0
210317;CHAVE SOLENOID B21-AF7-264KD1;UN;0.0
210318;ARRUELA P/CHAVE BLINDADA A SF6;UN;0.0
210319;CHAVE SOLENOID B21-AE7-446-KD1;UN;0.0
210320;CHAVE GE TIPO SB-1, 16SB1CF11;UN;0.0
210321;CHAVE WHSE TIPO W-2,505A756GO1;UN;0.0
210322;CHAVE G.E. TIPO SB-1,135A19711;UN;0.0
210323;CHAVE SOLENOID B21,AA7.306-KD;UN;0.0
210324;CHAVE WHSE TIPO W, S,O,-65M164;UN;0.0
210325;CHAVE WHSE TIPO W, 1151529;UN;0.0
210326;RELE P/ANAL.,CINCINNATI AD9070;UN;0.0
210327;RELE AUXILIAR WHSE 289B360A18;UN;0.0
210328;TC BUCHA 600V,1750/5A, COEMSA;UN;0.0
210329;TC BUCHA 15KV,REL 40 A 240/1A;UN;0.0
210330;TC BUCHA 15KV PREC .6/.5B-2;UN;0.0
210331;TC REL 600/5A RM P/TRAFO ASEA;UN;0.0
210332;TC BUCHA P/TRAFO 20MVA LADO AT;UN;0.0
210333;TC BUCHA P/TRAFO 20MVA LADO BT;UN;0.0
210334;TC BUCHA P/TRAFO 20MVA LADO BT;UN;0.0
210335;TC BUCHA P/TRAFO 20MVA LADO BT;UN;0.0
210336;TC BUCHA P/TRAFO 20MVA LADO BT;UN;0.0
210337;TC BUCHA P/TRAFO 30MVA LADO AT;UN;0.0
210338;TCBUCHA 2000/5A 10L800 P/DISJ;UN;0.0
210339;TC BUCHA P/TRAFO 20MVA LADO BT;UN;0.0
210340;TC BUCHA P/TRAFO 40MVA LADO AT;UN;0.0
210341;TC BUCHA P/TRAFO 40MVA LADO BT;UN;0.0
210342;TC BUCHA P/TRAFO 20MVA LADO AT;UN;0.0
210343;TC BUCHA P/TRAFO 20MVA LADO BT;UN;0.0
210344;TC BUCHA P/TRAFO 20MVA LADO BT;UN;0.0
210345;TC BUCHA P/TRAFO 20MVA LADO AT;UN;0.0
210346;TC BUCHA P/TRAFO 20MVA LADO BT;UN;0.0
210347;TC BUCHA P/TRAFO 20MVA LADO BT;UN;0.0
210348;TC 15KV 300/5A .3B-.1 A B-2;UN;0.0
210349;TC AUX IMAGEM TERM TRAFO 20MVA;UN;0.0
210350;TC 120A20/1A 10L100 2B-.5 BSMB;UN;0.0
210351;TC BUCHA 1200/5A RM P/DISJ GE;UN;0.0
210352;IMAGEM TERMICA P/TRAFO POTENC;UN;0.0
210353;TC C/TAPS VAR, PRIM 5A E SEC 1;UN;0.0
210354;BLOCO CONTACTO OKG4 TRAFO ASEA;UN;0.0
210355;PORCELANA BUCHA B.T 34.5F/2000;UN;0.0
210356;PORCELANA BUCHA B.T. 15F/2000A;UN;0.0
210357;VENTILADOR TRAFO 12,5MVA 1FASE;UN;0.0
210358;IMAGEM TERMICA QBG P/TRAF.FORC;UN;0.0
210359;IMAGEM TERMICA QBI,TRAF FORCA;UN;0.0
210360;TC BUCHA AET TRAFO 20MVA AT;UN;0.0
210361;INDICADOR MAGNE OLEO P/TRAFO;UN;0.0
210362;TC BUCHA 600/5A 10L400 TRAF AT;UN;0.0
210363;BUCHA TP COEMSA, 15-110-2250;UN;0.0
210364;TC AUX 49.1X SN-8928500 5-1.7A;UN;0.0
210365;BOMBA OLEO TRAFO FORCA ENGLISH;UN;0.0
210366;VENTILADOR TRAFO ASEA 20MVA;UN;0.0
210367;RELE BUCHHOLZ P/TRAFO 7.5 MVA;UN;0.0
210368;CONTATO MOVEL P/CHAVE UDTLA;UN;0.0
210369;VENTILADOR TRAFO 16MVA BRUSH;UN;0.0
210370;CONTATO MOV COMUT,MR022590-01;UN;0.0
210371;BOMBA DE OLEO P/TRAFO 8333KVA;UN;0.0
210372;MECANISMO ACION MR/MA-2 COMUT;UN;0.0
210373;RELE BUCHHOLZ P/TRAFO 10 MVA;UN;0.0
210374;RELE BUCHHOLZ P/TRAFO DE FORCA;UN;0.0
210375;RELE BUCHHOLZ GE KD-12 P/TRAFO;UN;0.0
210376;CHAVE COMUTACAO MECAN OPERACAO;UN;0.0
210377;CHAVE PROTECAO MOTOR REF582416;UN;0.0
210378;MOTOR PINHAO P/MECANISMO OPERA;UN;0.0
210379;PINO SOQUETE COMUT MR/MA-4;UN;0.0
210380;MOLA LINGUETA MEC MA-4 COMU MR;UN;0.0
210381;MOLA MEC MA-4 COMUT MR;UN;0.0
210382;CONTATO CHAV DIVERS COMUT ASEA;UN;0.0
210383;CONTATO PRINC FIX D. ADET.C-097;UN;0.0
210384;CONTATO PRINC COM.,GE49B88001;UN;0.0
210385;CONTATO MOVEL PRINC.P/CHAV.COM;UN;0.0
210386;RELE COMUT MASCHI REIN UR10000;UN;0.0
210387;RESISTENCIA AQUECIMEN 450 OHMS;UN;0.0
210388;RESISTENCIA AQUECIMEN 130 OHMS;UN;0.0
210389;DISP.AJUSTE IND.TEMP TRAFO,AKM;UN;0.0
210390;RESISTOR GWS 500 OHM/MEC MA-7;UN;0.0
210391;RESISTOR GWS 160 OHM/MEC MA-7;UN;0.0
210392;FLANGE P/CONJUNTO BLINDADO SF6;UN;0.0
210393;ANEL P/CONJ BLINDADO SF6;UN;0.0
210394;ANEL P/VALVULA ENCHIMENTO;UN;0.0
210395;ANEL COMUM AO CONJ BLIND 138KV;UN;0.0
210396;HASTE CONT MOV P/DSJ 150DHP500;UN;0.0
210397;INVOLUCRO T DELLE 918392-001;UN;0.0
210398;INVOLUCRO DELLE 918688-006;UN;0.0
210399;INVOLUCRO DELLE 474264-011;UN;0.0
210400;INVOLUCRO DELLE 474264-007;UN;0.0
210401;INVOLUCRO DELLE 474264-006;UN;0.0
210402;INVOLUCRO DELLE 474264-005;UN;0.0
210403;RELE Y, P/CONTROLE DISJ A AR;UN;0.0
210404;CAMARA EXT.ARCO PRINC. MARINI;UN;0.0
210405;CAMARA EXTINCAO ARCO P/DISJUNT;UN;0.0
210406;MOLA ABERT DSJ 150DHP500,1200A;UN;0.0
210407;MOLA FECHAMENTO DSJ 150-DHP500;UN;0.0
210408;HASTE SUST CONT PRIM/150DHP500;UN;0.0
210409;HASTE ELEV CONT MOV /150DHP500;UN;0.0
210410;BOBINA FEC/AB.DSJ ITE 15HK500;UN;0.0
210411;ENVELOPE P/EST BLIND 138KV;UN;0.0
210412;JUNCAO P/EST BLINDADA 138KV;UN;0.0
210413;JUNCAO P/EST BLIND SF-6, 138KV;UN;0.0
210414;ENVELOPE P/EST BLINDADA 138KV;UN;0.0
210415;JUNCAO P/EST BLINDADA 138KV;UN;0.0
210416;ENVELOPE P/EST BLIND 138KV;UN;0.0
210417;ENVELOPE P/EST BLINDADA 138KV;UN;0.0
210418;JUNCAO P/EST BLINDADA 138 KV;UN;0.0
210419;DISP.CONT.DISJ., HK 61-28296-6;UN;0.0
210420;CAMARA INTER.GE 0214X0286G714;UN;0.0
210421;CONT.PRINC.DSJ MITSUB.10DHE50M;UN;0.0
210422;RELE AUXILIAR WHSE 7327D05H17;UN;0.0
210423;CAMAR EXT.ARCO WHSE 382D764G01;UN;0.0
210424;CHAVE AUX 592B0413-4 DISJ OLEO;UN;0.0
210425;SECCIONADORA MONO P/SUBEST BLI;UN;0.0
210426;CHAVE AUX 592B0413-6 DISJ OLEO;UN;0.0
210427;BOBINA FECH MITSUB.DSJ AR 15KV;UN;0.0
210428;CHAVE AUX.MITSUB.DSJ AR 15KV;UN;0.0
210429;CHAVE DESLIG.MITSU.DSJ AR.15KV;UN;0.0
210430;CONTAC DESL DSJ AR 15KV MITSU;UN;0.0
210431;CONTAC ATERR DSJ AR 15KV MITSU;UN;0.0
210432;CONTAC MOV ARCO P/DSJ 10DHE50M;UN;0.0
210433;EXCENT DISPARO P/DSJ 10-DHE50M;UN;0.0
210434;GATILHO DISPARO P/DSJ 10DHE50M;UN;0.0
210435;HASTE LEVANT CONT MOV/10DHE50M;UN;0.0
210436;HASTE LEVANT UNIP/DSJ 10DHE50M;UN;0.0
210437;AMORTECEDOR DSJ MCGRAW FC-9780;UN;0.0
210438;COMPRESSOR MITSUB.801 DSJ OLEO;UN;0.0
210439;HASTE OPERACAO P/DISJ. A GVO;UN;0.0
